Product_ID,Product_Name,Category,Quantity_Available,Reorder_Level,Supplier_Name,Restock_Date,Unit_Price,Warehouse_Location,SKU
PROD149301,Jeans,Clothing,273,58,Sandoval Inc,30-04-2025,275.41,WH-13,SKU297287
PROD149302,Lipstick,Beauty,279,20,"Reynolds, Garcia and Navarro",03-05-2025,300.04,WH-17,SKU446358
PROD149303,Table,Home,747,70,"Rodriguez, Mitchell and Smith",29-04-2025,472.39,WH-19,SKU160165
PROD149304,Jacket,Clothing,382,97,"Robinson, Underwood and Dean",22-04-2025,236.67,WH-11,SKU698243
PROD149305,Bed,Home,530,73,Rivera-Sharp,28-05-2025,152.35,WH-18,SKU336492
PROD149306,Basketball,Sports,232,27,Kelley-Carpenter,19-05-2025,288.93,WH-6,SKU216080
PROD149307,Laptop,Electronics,697,86,"Hernandez, Aguilar and Anderson",21-05-2025,243.74,WH-9,SKU298955
PROD149308,Lipstick,Beauty,552,54,Parker-Thompson,17-05-2025,210.04,WH-4,SKU137794
PROD149309,Lotion,Beauty,421,22,"Walker, Hicks and Cole",21-04-2025,39.48,WH-5,SKU846775
PROD149310,Foundation,Beauty,103,100,Bishop-Bradley,05-05-2025,441.65,WH-18,SKU890843
PROD149311,Camera,Electronics,960,16,Smith PLC,31-05-2025,123.15,WH-9,SKU793739
PROD149312,Chair,Home,126,50,Stevens-Welch,07-05-2025,259.1,WH-4,SKU952631
PROD149313,Camera,Electronics,691,93,Martin and Sons,23-04-2025,26.04,WH-17,SKU446445
PROD149314,Lipstick,Beauty,114,40,Ibarra and Sons,27-05-2025,190.39,WH-2,SKU584810
PROD149315,Foundation,Beauty,561,22,"King, Davidson and Rose",13-04-2025,439.62,WH-14,SKU300618
PROD149316,Basketball,Sports,183,33,"Bauer, Moreno and Finley",16-05-2025,418.24,WH-14,SKU276705
PROD149317,Foundation,Beauty,992,27,"Welch, Shah and Brown",25-05-2025,351.25,WH-14,SKU281128
PROD149318,Sneakers,Clothing,364,90,"King, Oconnor and Johnson",07-05-2025,362.44,WH-9,SKU860479
PROD149319,Yoga Mat,Sports,877,59,"Jones, Dominguez and Raymond",09-06-2025,462.76,WH-19,SKU810286
PROD149320,Dress,Clothing,639,67,"Olson, Rivas and Griffin",19-05-2025,260.71,WH-3,SKU878001
PROD149321,Sofa,Home,291,92,Wilson-Knight,23-04-2025,359.36,WH-15,SKU316021
PROD149322,Tablet,Electronics,364,26,Dawson LLC,23-05-2025,225.2,WH-11,SKU107027
PROD149323,Lipstick,Beauty,243,94,Booker-Taylor,09-06-2025,60.42,WH-20,SKU838696
PROD149324,Lamp,Home,321,59,Russell Ltd,22-05-2025,477.86,WH-11,SKU285628
PROD149325,Basketball,Sports,597,88,Cox-Malone,28-04-2025,62.81,WH-5,SKU572821
PROD149326,Lamp,Home,834,68,Summers-Gates,11-06-2025,61.29,WH-16,SKU328025
PROD149327,Yoga Mat,Sports,224,84,Rose PLC,30-05-2025,18.18,WH-13,SKU577121
PROD149328,Tablet,Electronics,465,40,Sims PLC,09-05-2025,28.84,WH-11,SKU601040
PROD149329,Lipstick,Beauty,866,70,Wilson Inc,04-06-2025,204.68,WH-19,SKU537065
PROD149330,Foundation,Beauty,471,61,Whitehead Inc,17-05-2025,306.07,WH-14,SKU551770
PROD149331,Basketball,Sports,354,82,"Rodriguez, Dunn and Collins",06-05-2025,434.36,WH-14,SKU239900
PROD149332,Lipstick,Beauty,944,14,"Stevens, Dudley and Harper",03-05-2025,272.08,WH-4,SKU424003
PROD149333,Basketball,Sports,618,67,"Hensley, Hughes and Powers",27-05-2025,143.94,WH-9,SKU857528
PROD149334,Shampoo,Beauty,58,31,Pacheco-Rose,09-05-2025,269.56,WH-13,SKU257132
PROD149335,Jacket,Clothing,836,45,Williams-Cannon,28-04-2025,52.84,WH-1,SKU240625
PROD149336,Dress,Clothing,179,60,Arellano PLC,01-06-2025,348.49,WH-3,SKU784489
PROD149337,Table,Home,970,41,"Walsh, Friedman and Wright",03-05-2025,452.38,WH-12,SKU700669
PROD149338,Lipstick,Beauty,376,52,"Green, Sellers and Myers",17-05-2025,9.47,WH-10,SKU250350
PROD149339,Camera,Electronics,641,90,Mason LLC,28-05-2025,205.84,WH-19,SKU529484
PROD149340,Basketball,Sports,884,50,Savage-Robertson,27-04-2025,346.21,WH-12,SKU189086
PROD149341,Sofa,Home,606,34,Mcclain-Diaz,19-04-2025,137.68,WH-9,SKU861389
PROD149342,Jacket,Clothing,798,29,"Palmer, Roberts and Orozco",21-04-2025,482,WH-1,SKU281565
PROD149343,Lamp,Home,344,45,"Smith, Ortega and Lee",26-05-2025,176.59,WH-8,SKU477484
PROD149344,Sofa,Home,75,50,"Page, Gray and Hernandez",03-05-2025,460.63,WH-17,SKU286190
PROD149345,Lipstick,Beauty,57,85,Nelson Ltd,16-05-2025,249.59,WH-4,SKU355730
PROD149346,Chair,Home,931,30,Hart-Lloyd,13-04-2025,432.43,WH-10,SKU178107
PROD149347,Football,Sports,295,42,Bond and Sons,31-05-2025,31.37,WH-19,SKU986485
PROD149348,Bed,Home,272,60,"Ray, Martinez and Mullen",16-05-2025,241.31,WH-11,SKU974152
PROD149349,Dress,Clothing,201,98,Peterson Ltd,18-04-2025,201.56,WH-14,SKU789232
PROD149350,Sofa,Home,679,44,Miller Group,16-05-2025,488.24,WH-16,SKU835015
PROD149351,Dumbbells,Sports,975,85,Salas-Graham,06-05-2025,5.55,WH-12,SKU154146
PROD149352,Sofa,Home,177,37,"Reese, Garcia and Hodges",12-05-2025,148.45,WH-5,SKU811745
PROD149353,Chair,Home,812,21,"Evans, Strickland and Ward",04-05-2025,134.37,WH-6,SKU124360
PROD149354,Foundation,Beauty,97,77,"Briggs, Martinez and Duncan",30-05-2025,199.22,WH-11,SKU394274
PROD149355,Bed,Home,843,30,"Weaver, Molina and Brown",21-05-2025,132.27,WH-20,SKU908151
PROD149356,Jacket,Clothing,527,49,Ruiz-Russell,05-05-2025,171.67,WH-10,SKU393238
PROD149357,Shirt,Clothing,148,32,"Harris, Fowler and Johnson",18-04-2025,434.83,WH-4,SKU685990
PROD149358,Dumbbells,Sports,900,33,Miller-Diaz,30-05-2025,224.81,WH-14,SKU790253
PROD149359,Sofa,Home,682,38,Allen-Lopez,14-05-2025,329.78,WH-16,SKU711419
PROD149360,Shampoo,Beauty,131,58,Anderson-Berry,05-05-2025,319.85,WH-15,SKU753711
PROD149361,Yoga Mat,Sports,983,58,"Douglas, Pace and Miller",13-04-2025,105.96,WH-14,SKU152851
PROD149362,Sofa,Home,29,29,White Inc,01-06-2025,497.37,WH-4,SKU525142
PROD149363,Sneakers,Clothing,153,65,"Contreras, Gray and Hall",03-05-2025,213.44,WH-2,SKU981413
PROD149364,Basketball,Sports,294,32,"Pham, Cuevas and Camacho",04-06-2025,329.4,WH-16,SKU975440
PROD149365,Lipstick,Beauty,42,97,"Diaz, Mcdonald and Ayers",08-05-2025,274.81,WH-9,SKU233886
PROD149366,Sofa,Home,833,64,Moss-Ramirez,06-05-2025,170.95,WH-13,SKU735882
PROD149367,Dress,Clothing,257,14,"Pugh, Perez and Villanueva",29-05-2025,458.07,WH-7,SKU410807
PROD149368,Perfume,Beauty,175,86,Gates Ltd,17-04-2025,85.1,WH-19,SKU493122
PROD149369,Camera,Electronics,778,96,Mclean-Cunningham,25-05-2025,187.31,WH-13,SKU454038
PROD149370,Jeans,Clothing,995,75,"Nichols, Jimenez and Robinson",16-04-2025,220.58,WH-8,SKU821705
PROD149371,Basketball,Sports,386,13,"Lowery, Ramos and Jones",14-05-2025,341.89,WH-7,SKU490293
PROD149372,Jacket,Clothing,267,51,Banks-Arroyo,13-04-2025,352.36,WH-17,SKU648863
PROD149373,Basketball,Sports,297,40,"Figueroa, Rogers and Smith",17-04-2025,213.43,WH-14,SKU508019
PROD149374,Dumbbells,Sports,326,97,Mullins and Sons,17-05-2025,19.29,WH-3,SKU887059
PROD149375,Chair,Home,595,55,"Roach, Larson and Gill",18-04-2025,130.31,WH-12,SKU305204
PROD149376,Headphones,Electronics,931,27,"Thomas, Jones and Campbell",24-05-2025,17.54,WH-20,SKU296328
PROD149377,Lamp,Home,716,29,"Jackson, Hamilton and Moore",19-05-2025,472.15,WH-13,SKU467430
PROD149378,Laptop,Electronics,901,90,"Gonzalez, Berry and Shaw",06-06-2025,223.28,WH-18,SKU224489
PROD149379,Yoga Mat,Sports,275,86,"Velasquez, Phillips and Washington",11-06-2025,185.6,WH-6,SKU713954
PROD149380,Lipstick,Beauty,733,53,James PLC,18-05-2025,18.26,WH-2,SKU727964
PROD149381,Dumbbells,Sports,773,57,"Harris, Boyer and Colon",11-06-2025,370.34,WH-13,SKU830687
PROD149382,Dress,Clothing,80,39,"Casey, Long and Lopez",01-05-2025,385.91,WH-16,SKU312367
PROD149383,Smartphone,Electronics,682,43,"Gutierrez, Mcgee and Roth",24-05-2025,441.23,WH-13,SKU434762
PROD149384,Sneakers,Clothing,277,41,"Richardson, Liu and Koch",26-04-2025,455.51,WH-10,SKU899416
PROD149385,Laptop,Electronics,573,28,Anderson-Mcknight,11-06-2025,225.89,WH-19,SKU712236
PROD149386,Basketball,Sports,956,40,Ponce-Andrews,31-05-2025,419.62,WH-5,SKU165518
PROD149387,Jeans,Clothing,944,98,Brown LLC,17-05-2025,161.65,WH-13,SKU835769
PROD149388,Laptop,Electronics,0,88,"Ross, Gordon and Ryan",14-05-2025,477.93,WH-9,SKU525755
PROD149389,Lipstick,Beauty,95,86,Fernandez-Lane,19-05-2025,360.29,WH-12,SKU195497
PROD149390,Smartphone,Electronics,706,21,Merritt-Cortez,24-05-2025,175.01,WH-7,SKU220365
PROD149391,Yoga Mat,Sports,627,43,Acosta Inc,07-06-2025,200.32,WH-17,SKU365993
PROD149392,Shampoo,Beauty,525,15,"Cisneros, Ramos and Alvarez",16-05-2025,362.11,WH-12,SKU905591
PROD149393,Camera,Electronics,995,21,Phillips Ltd,09-05-2025,206.35,WH-12,SKU899794
PROD149394,Lamp,Home,769,81,Rivera-Schultz,29-04-2025,34,WH-16,SKU863837
PROD149395,Lamp,Home,882,44,Butler-Coleman,24-04-2025,130.42,WH-9,SKU397429
PROD149396,Basketball,Sports,242,97,Johnson Group,25-04-2025,402.55,WH-4,SKU514025
PROD149397,Shampoo,Beauty,829,96,Washington PLC,06-06-2025,414.42,WH-1,SKU379995
PROD149398,Lipstick,Beauty,79,30,Watts Ltd,07-06-2025,121.91,WH-20,SKU371561
PROD149399,Dumbbells,Sports,955,77,Rocha Group,14-04-2025,81.5,WH-11,SKU589825
PROD149400,Dress,Clothing,387,77,Murray PLC,23-05-2025,219.53,WH-7,SKU335997
PROD149401,Sneakers,Clothing,635,66,"Ball, Brown and Long",06-06-2025,321.66,WH-12,SKU333893
PROD149402,Lipstick,Beauty,689,32,Tucker LLC,10-05-2025,369.75,WH-13,SKU742998
PROD149403,Tablet,Electronics,307,40,Burton Inc,15-04-2025,192.83,WH-6,SKU765793
PROD149404,Table,Home,13,27,Rodgers-Smith,19-05-2025,397.62,WH-19,SKU106808
PROD149405,Bed,Home,814,70,Henderson LLC,15-05-2025,466.55,WH-17,SKU482175
PROD149406,Perfume,Beauty,132,80,"Rosales, Scott and Garcia",28-04-2025,121.59,WH-5,SKU811634
PROD149407,Sneakers,Clothing,952,70,"Nguyen, Herrera and Herrera",21-04-2025,160.78,WH-15,SKU452496
PROD149408,Lipstick,Beauty,55,33,"Riley, Martinez and Cox",10-06-2025,122.28,WH-13,SKU246749
PROD149409,Jeans,Clothing,644,28,Navarro Group,11-05-2025,328.35,WH-5,SKU317872
PROD149410,Tennis Racket,Sports,827,25,"King, Cruz and Smith",22-05-2025,111.05,WH-18,SKU595260
PROD149411,Perfume,Beauty,572,94,Walters PLC,04-06-2025,390.43,WH-1,SKU280210
PROD149412,Tablet,Electronics,801,60,Miller-Sherman,01-06-2025,414.27,WH-14,SKU659109
PROD149413,Shampoo,Beauty,969,70,Pope and Sons,23-05-2025,151.2,WH-10,SKU386285
PROD149414,Perfume,Beauty,637,85,Gill PLC,27-05-2025,188.66,WH-19,SKU435602
PROD149415,Lotion,Beauty,407,38,Phillips-Edwards,04-05-2025,31.29,WH-20,SKU718735
PROD149416,Laptop,Electronics,570,33,"Blake, Moore and Hammond",05-05-2025,323.1,WH-13,SKU778375
PROD149417,Headphones,Electronics,586,70,Kaiser-Kelley,13-05-2025,33.65,WH-15,SKU530690
PROD149418,Sneakers,Clothing,611,43,Mcgrath-Graham,25-04-2025,17.81,WH-14,SKU355257
PROD149419,Tennis Racket,Sports,859,72,Rhodes PLC,23-05-2025,263.42,WH-17,SKU304782
PROD149420,Sneakers,Clothing,34,47,Morales-Hodge,02-05-2025,322.32,WH-10,SKU101944
PROD149421,Dress,Clothing,626,45,"Johnson, Hart and Marshall",16-04-2025,64.87,WH-1,SKU171396
PROD149422,Chair,Home,651,59,Schneider Ltd,03-05-2025,404.83,WH-6,SKU612863
PROD149423,Tennis Racket,Sports,991,86,Garcia-Sanders,25-05-2025,215.01,WH-18,SKU661099
PROD149424,Dumbbells,Sports,987,33,Smith-Davis,05-05-2025,324.48,WH-8,SKU116161
PROD149425,Shirt,Clothing,938,89,Ritter PLC,05-06-2025,194.46,WH-19,SKU406880
PROD149426,Jeans,Clothing,92,34,"Little, Vance and Johnson",01-05-2025,339.9,WH-11,SKU723011
PROD149427,Tennis Racket,Sports,748,53,Sweeney PLC,27-04-2025,308.51,WH-9,SKU714044
PROD149428,Table,Home,508,64,Hancock Group,09-05-2025,162.6,WH-8,SKU273579
PROD149429,Bed,Home,745,58,"Dixon, Johnson and Hamilton",03-05-2025,427.88,WH-14,SKU968011
PROD149430,Foundation,Beauty,224,60,Snow-Price,18-04-2025,323.17,WH-13,SKU712715
PROD149431,Jacket,Clothing,23,71,Cruz-French,03-05-2025,454.53,WH-18,SKU396461
PROD149432,Sneakers,Clothing,533,69,Davis-Austin,04-05-2025,316.39,WH-2,SKU663554
PROD149433,Table,Home,402,61,Cooper-Rogers,15-04-2025,30.63,WH-19,SKU174456
PROD149434,Smartphone,Electronics,174,77,"Alvarez, Thomas and Rodgers",29-04-2025,94.12,WH-10,SKU144467
PROD149435,Jacket,Clothing,286,64,"Cooper, George and Macdonald",29-05-2025,371.21,WH-11,SKU478750
PROD149436,Headphones,Electronics,709,78,Brown-Cummings,07-05-2025,337.45,WH-5,SKU495360
PROD149437,Table,Home,253,44,Andersen-Lawrence,02-06-2025,163.07,WH-1,SKU733360
PROD149438,Shirt,Clothing,647,21,Parker and Sons,06-06-2025,7.09,WH-10,SKU985751
PROD149439,Smartphone,Electronics,501,90,Bradshaw-Garcia,04-05-2025,430.36,WH-9,SKU435097
PROD149440,Jacket,Clothing,276,48,"White, Martinez and Smith",03-06-2025,495.16,WH-20,SKU901139
PROD149441,Perfume,Beauty,609,84,Evans and Sons,28-05-2025,244.61,WH-10,SKU473148
PROD149442,Headphones,Electronics,679,75,Robinson-Freeman,04-06-2025,24.27,WH-14,SKU641293
PROD149443,Foundation,Beauty,565,52,Smith Inc,04-05-2025,147.03,WH-8,SKU858492
PROD149444,Lipstick,Beauty,649,46,"Campbell, Ross and Hudson",31-05-2025,401.54,WH-3,SKU258923
PROD149445,Camera,Electronics,460,48,Reyes and Sons,02-06-2025,102.87,WH-5,SKU560103
PROD149446,Perfume,Beauty,937,68,Jordan-Rhodes,11-06-2025,234.66,WH-10,SKU260756
PROD149447,Yoga Mat,Sports,544,77,"Brock, Cobb and Lane",19-05-2025,462.24,WH-11,SKU694884
PROD149448,Shampoo,Beauty,572,85,Moore Inc,15-05-2025,393.8,WH-14,SKU353755
PROD149449,Camera,Electronics,659,73,"Franco, Park and Macias",21-04-2025,418.68,WH-14,SKU460030
PROD149450,Bed,Home,597,42,Mcdonald Group,08-06-2025,312.5,WH-8,SKU682843
PROD149451,Jeans,Clothing,448,56,Smith-Nguyen,04-05-2025,65.1,WH-17,SKU772639
PROD149452,Lipstick,Beauty,963,59,Walker LLC,20-04-2025,202.14,WH-12,SKU651624
PROD149453,Tablet,Electronics,974,93,Sims-Lopez,02-06-2025,300.94,WH-6,SKU182611
PROD149454,Jacket,Clothing,184,70,Lynch-Berry,16-04-2025,410.36,WH-3,SKU625143
PROD149455,Chair,Home,17,96,Adams Inc,13-04-2025,79.6,WH-2,SKU973687
PROD149456,Chair,Home,323,42,"Green, Davis and Butler",28-04-2025,171.51,WH-6,SKU371540
PROD149457,Tennis Racket,Sports,624,30,Richard LLC,12-05-2025,29.27,WH-5,SKU662710
PROD149458,Yoga Mat,Sports,563,52,Rodgers-Turner,08-06-2025,194,WH-11,SKU327346
PROD149459,Camera,Electronics,896,23,Wilson-Cruz,02-06-2025,466.06,WH-15,SKU701401
PROD149460,Smartphone,Electronics,392,83,Day-Parsons,13-05-2025,414.18,WH-11,SKU773806
PROD149461,Jeans,Clothing,859,83,Allen-Campbell,09-05-2025,149.75,WH-10,SKU166177
PROD149462,Jeans,Clothing,187,29,Lynch and Sons,30-04-2025,444.89,WH-3,SKU996936
PROD149463,Table,Home,568,42,"Richmond, Johnson and Wilson",17-04-2025,193.24,WH-10,SKU870363
PROD149464,Chair,Home,570,80,Rice Ltd,30-04-2025,177.95,WH-9,SKU188295
PROD149465,Tennis Racket,Sports,186,62,Cohen-Henderson,07-05-2025,131.28,WH-12,SKU162016
PROD149466,Jeans,Clothing,359,14,"Bowers, Morton and Romero",01-06-2025,283.95,WH-1,SKU351613
PROD149467,Smartphone,Electronics,328,26,Gross LLC,21-04-2025,62.56,WH-9,SKU770358
PROD149468,Lipstick,Beauty,50,49,Garner Ltd,06-05-2025,455.5,WH-19,SKU896214
PROD149469,Lotion,Beauty,400,100,"Graves, Coffey and Mccullough",14-05-2025,212.13,WH-18,SKU186405
PROD149470,Jeans,Clothing,850,35,Arroyo Ltd,04-05-2025,179.84,WH-11,SKU921523
PROD149471,Shirt,Clothing,474,49,Lewis PLC,04-06-2025,260.71,WH-17,SKU593038
PROD149472,Basketball,Sports,860,74,"Zavala, Williams and Sanchez",14-04-2025,499.44,WH-7,SKU554304
PROD149473,Lipstick,Beauty,778,38,"Thomas, Dunlap and Perkins",27-05-2025,278.74,WH-6,SKU731389
PROD149474,Shirt,Clothing,535,82,"Ortiz, Bates and Smith",25-05-2025,313,WH-14,SKU632402
PROD149475,Lipstick,Beauty,744,40,"Taylor, Ruiz and Nguyen",28-05-2025,41.01,WH-19,SKU114931
PROD149476,Camera,Electronics,815,98,Butler-Richardson,17-05-2025,486.56,WH-17,SKU668735
PROD149477,Laptop,Electronics,222,84,Owens-Carey,07-06-2025,47.44,WH-3,SKU491568
PROD149478,Jacket,Clothing,806,62,Horton Inc,26-05-2025,21.33,WH-13,SKU166117
PROD149479,Bed,Home,715,49,Brown-Bates,05-06-2025,440.33,WH-2,SKU600428
PROD149480,Lamp,Home,314,83,Stanley-Rivera,05-06-2025,416.51,WH-8,SKU517271
PROD149481,Yoga Mat,Sports,470,71,Castillo and Sons,09-06-2025,331.99,WH-10,SKU327272
PROD149482,Lamp,Home,24,45,Navarro-Brown,26-04-2025,450.66,WH-13,SKU935037
PROD149483,Tennis Racket,Sports,888,33,Casey-Graves,10-05-2025,328.02,WH-13,SKU863032
PROD149484,Tablet,Electronics,724,97,"Kim, Aguilar and Irwin",26-05-2025,237.76,WH-10,SKU767867
PROD149485,Jeans,Clothing,712,35,"Barton, Allen and Williamson",06-06-2025,459.06,WH-9,SKU380531
PROD149486,Jeans,Clothing,173,59,"Sullivan, Becker and Durham",27-04-2025,101.1,WH-15,SKU870236
PROD149487,Lipstick,Beauty,315,73,Owen LLC,21-04-2025,393.12,WH-16,SKU167734
PROD149488,Jeans,Clothing,794,47,Huber LLC,07-06-2025,336.75,WH-7,SKU488699
PROD149489,Bed,Home,203,24,"Brooks, Young and Simmons",22-04-2025,169.73,WH-2,SKU278421
PROD149490,Perfume,Beauty,312,62,"Simmons, Adams and Mcguire",22-05-2025,21.49,WH-19,SKU474507
PROD149491,Laptop,Electronics,824,79,Moss Inc,04-05-2025,487.68,WH-20,SKU380176
PROD149492,Sofa,Home,6,13,"Roberts, Wood and Santiago",19-04-2025,319.83,WH-9,SKU663275
PROD149493,Football,Sports,578,88,Turner-Williams,23-05-2025,489,WH-11,SKU847446
PROD149494,Jeans,Clothing,526,98,Lee PLC,07-05-2025,158.47,WH-17,SKU882270
PROD149495,Football,Sports,248,25,Luna-Evans,23-05-2025,128.57,WH-2,SKU886428
PROD149496,Laptop,Electronics,648,100,Ford-Rush,19-04-2025,278.2,WH-18,SKU877806
PROD149497,Football,Sports,298,84,"Mason, Jones and Sandoval",15-05-2025,28.38,WH-18,SKU245707
PROD149498,Basketball,Sports,595,45,"Flores, Long and Vasquez",20-05-2025,273.15,WH-16,SKU641171
PROD149499,Tennis Racket,Sports,899,11,Ward-Mcbride,21-05-2025,83.32,WH-9,SKU411733
PROD149500,Jeans,Clothing,991,87,Pollard-Gibson,29-05-2025,117.88,WH-17,SKU931274
PROD149501,Headphones,Electronics,994,75,Brooks-Silva,09-06-2025,89.58,WH-17,SKU567908
PROD149502,Perfume,Beauty,407,93,Mccann-Adams,10-06-2025,372.24,WH-5,SKU455189
PROD149503,Basketball,Sports,461,95,Whitehead Ltd,20-04-2025,112.85,WH-2,SKU828338
PROD149504,Chair,Home,781,69,Miller PLC,30-05-2025,125.81,WH-20,SKU708706
PROD149505,Smartphone,Electronics,25,27,Rogers-Wallace,15-05-2025,320.05,WH-14,SKU783385
PROD149506,Sofa,Home,693,79,Cox and Sons,23-05-2025,6.47,WH-19,SKU344322
PROD149507,Sneakers,Clothing,447,32,Blevins-Garcia,25-04-2025,451.07,WH-8,SKU967564
PROD149508,Bed,Home,836,78,Hawkins-Valentine,27-04-2025,327.14,WH-13,SKU925263
PROD149509,Perfume,Beauty,219,94,"Wyatt, Shaw and Higgins",29-04-2025,203.31,WH-6,SKU400241
PROD149510,Basketball,Sports,228,59,Duffy Group,20-05-2025,380.97,WH-12,SKU481610
PROD149511,Tennis Racket,Sports,466,55,"Everett, Huff and Freeman",25-05-2025,85.64,WH-8,SKU900712
PROD149512,Smartphone,Electronics,533,73,Jennings-Sparks,06-05-2025,50.17,WH-9,SKU891108
PROD149513,Table,Home,628,66,Blackburn Group,10-06-2025,422.69,WH-20,SKU180202
PROD149514,Lamp,Home,125,90,Ramirez Inc,01-05-2025,266.18,WH-7,SKU346535
PROD149515,Tennis Racket,Sports,450,68,"Bryant, Lewis and Ortiz",10-06-2025,428.08,WH-10,SKU129147
PROD149516,Dress,Clothing,271,60,"Hanson, Burns and Spencer",25-05-2025,22.35,WH-20,SKU384409
PROD149517,Camera,Electronics,966,47,"Martinez, Kelley and Reeves",23-05-2025,223.53,WH-7,SKU645264
PROD149518,Perfume,Beauty,932,48,Copeland-Baker,14-05-2025,327.76,WH-8,SKU460445
PROD149519,Perfume,Beauty,73,21,Sloan-White,23-04-2025,40.97,WH-10,SKU983673
PROD149520,Camera,Electronics,470,100,Dalton-Rodriguez,05-05-2025,144.2,WH-1,SKU512350
PROD149521,Table,Home,708,92,"Williams, Newman and Henderson",04-06-2025,53.48,WH-15,SKU736872
PROD149522,Smartphone,Electronics,817,69,Wright and Sons,24-04-2025,39.23,WH-13,SKU433483
PROD149523,Dress,Clothing,711,52,Hernandez-Ellis,04-05-2025,342.86,WH-20,SKU764054
PROD149524,Dress,Clothing,99,76,Powell Group,10-05-2025,93.19,WH-3,SKU626439
PROD149525,Table,Home,707,26,Patrick-Whitney,29-05-2025,380.51,WH-11,SKU487317
PROD149526,Yoga Mat,Sports,834,100,Duarte PLC,10-05-2025,284.2,WH-7,SKU280289
PROD149527,Perfume,Beauty,991,33,Barr LLC,22-05-2025,249.26,WH-6,SKU153614
PROD149528,Yoga Mat,Sports,246,94,Jones Ltd,30-05-2025,8.19,WH-7,SKU386139
PROD149529,Foundation,Beauty,733,65,"Henry, Nelson and Wilcox",01-05-2025,45.05,WH-8,SKU347122
PROD149530,Tennis Racket,Sports,933,93,Osborne Inc,16-05-2025,303.02,WH-10,SKU475624
PROD149531,Smartphone,Electronics,613,60,Diaz Inc,25-05-2025,413.49,WH-1,SKU436952
PROD149532,Bed,Home,767,90,Sullivan-Brown,18-05-2025,108.87,WH-3,SKU244692
PROD149533,Basketball,Sports,769,63,Hill PLC,22-04-2025,12.5,WH-1,SKU266522
PROD149534,Football,Sports,772,72,"Ward, Owen and Howell",07-05-2025,463.75,WH-3,SKU293749
PROD149535,Camera,Electronics,208,55,"Ward, Burton and Buchanan",10-06-2025,290.09,WH-15,SKU299724
PROD149536,Table,Home,346,30,Mason-Jones,26-04-2025,193.96,WH-13,SKU566428
PROD149537,Dress,Clothing,487,52,Martinez-Lee,01-05-2025,104.04,WH-9,SKU568525
PROD149538,Lamp,Home,60,82,Jones-Maldonado,12-05-2025,486.95,WH-2,SKU956695
PROD149539,Tablet,Electronics,656,69,Perez-Martin,10-06-2025,223.1,WH-15,SKU141236
PROD149540,Table,Home,335,14,"Gardner, Watson and Chavez",16-05-2025,148.19,WH-9,SKU535561
PROD149541,Yoga Mat,Sports,559,32,"Carpenter, Taylor and Abbott",08-05-2025,348.12,WH-6,SKU836181
PROD149542,Laptop,Electronics,396,24,"Parrish, Reed and Hammond",29-04-2025,405.82,WH-17,SKU647066
PROD149543,Chair,Home,565,78,"Allen, Wood and Nichols",15-04-2025,288.34,WH-1,SKU328645
PROD149544,Camera,Electronics,527,47,"Lee, Austin and Elliott",05-06-2025,72.83,WH-9,SKU452935
PROD149545,Shirt,Clothing,644,59,Baker Inc,01-05-2025,437.58,WH-8,SKU908229
PROD149546,Laptop,Electronics,636,39,"Townsend, Odom and Hull",13-05-2025,40.85,WH-11,SKU343762
PROD149547,Jeans,Clothing,795,92,Mendoza PLC,23-04-2025,40.2,WH-19,SKU595230
PROD149548,Tablet,Electronics,76,28,"Coleman, Watson and Campbell",27-04-2025,218,WH-6,SKU679305
PROD149549,Sneakers,Clothing,529,80,Hamilton-Weber,15-04-2025,271.82,WH-15,SKU623284
PROD149550,Sneakers,Clothing,63,34,"Fuentes, Chapman and Martinez",30-05-2025,26.53,WH-16,SKU335092
PROD149551,Sofa,Home,604,31,"Harris, Hernandez and Brown",16-04-2025,376.99,WH-14,SKU279585
PROD149552,Chair,Home,349,61,Shea-Rhodes,03-05-2025,241.78,WH-5,SKU286681
PROD149553,Headphones,Electronics,825,23,Miller-Nicholson,17-05-2025,415.27,WH-3,SKU114202
PROD149554,Football,Sports,941,55,Lawson LLC,23-05-2025,206.39,WH-12,SKU511386
PROD149555,Basketball,Sports,445,58,Williams Group,09-05-2025,160.05,WH-3,SKU179995
PROD149556,Table,Home,80,32,Morris-Walker,18-04-2025,63.11,WH-7,SKU523500
PROD149557,Chair,Home,217,42,Castro and Sons,07-06-2025,167.34,WH-9,SKU673679
PROD149558,Jacket,Clothing,537,43,Martinez-Fletcher,19-04-2025,298.52,WH-19,SKU945877
PROD149559,Jeans,Clothing,647,38,Potter Group,24-05-2025,200.46,WH-11,SKU422664
PROD149560,Smartphone,Electronics,369,29,Torres Inc,27-04-2025,390.38,WH-4,SKU250126
PROD149561,Sneakers,Clothing,615,26,"Carlson, Rocha and King",25-05-2025,227.1,WH-18,SKU667479
PROD149562,Smartphone,Electronics,333,75,Melendez-Hicks,27-04-2025,84.63,WH-19,SKU703196
PROD149563,Lamp,Home,186,28,Anderson-Chen,01-06-2025,209.62,WH-6,SKU255208
PROD149564,Tablet,Electronics,321,24,"Mitchell, Hanson and Alexander",18-05-2025,170.58,WH-7,SKU246294
PROD149565,Football,Sports,257,72,Williams Ltd,09-06-2025,350.44,WH-5,SKU231363
